Year,Country,Sector,VAD
1998,KAZ,goods,10201166.8981622
1998,KAZ,services,10819544.092678173
1998,KEN,goods,5348119.92087501
1998,KEN,services,7625809.525756323
1998,KWT,goods,12707711.0962674
1998,KWT,services,12950541.5460748
1998,LVA,goods,1171994.395409
1998,LVA,services,4708633.0451927
1998,LBN,goods,2365298.52831
1998,LBN,services,13275137.462749999
1998,LTU,goods,2652196.589102
1998,LTU,services,7207668.1839002
1998,LUX,goods,1808071.712939
1998,LUX,services,10548137.4659
1998,MYS,goods,40158874.370943
1998,MYS,services,38801605.95782404
1998,MLT,goods,874119.311824
1998,MLT,services,2428550.9466485
1998,MEX,goods,131355588.37593259
1998,MEX,services,342127801.16282785
1998,MAR,goods,6672705.841127
1998,MAR,services,32033954.56617
1998,NLD,goods,96312283.946842
1998,NLD,services,299602754.6659262
1998,NZL,goods,13811813.825367
1998,NZL,services,40376092.24289
1998,NOR,goods,44232941.733819
1998,NOR,services,89850367.9800404
1998,OMN,goods,2879472.536781
1998,OMN,services,11987889.32975
1998,PAK,goods,12183752.87767
1998,PAK,services,58063628.1366
1998,PRY,goods,3764724.9694600003
1998,PRY,services,3989147.4168700003
1998,PER,goods,16175055.2625812
1998,PER,services,34331985.05200549
1998,PHL,goods,32162071.541442398
1998,PHL,services,45620187.850987695
1998,POL,goods,41553105.960872
1998,POL,services,112366791.2411415
1998,PRT,goods,18470224.651304
1998,PRT,services,64779505.1571783
1998,QAT,goods,3923619.763086
1998,QAT,services,10552677.134498
1998,KOR,goods,110923445.068411
1998,KOR,services,201873117.9642426
1998,ROU,goods,14110578.71626
1998,ROU,services,20731655.105595
1998,RUS,goods,85125626.853275
1998,RUS,services,144374746.95628422
1998,SAU,goods,31586592.73858
1998,SAU,services,133239549.80739999
1998,SRB,goods,2294839.340252
1998,SRB,services,12968666.793399
1998,SGP,goods,15510178.02763
1998,SGP,services,56519218.4052
1998,SVK,goods,8211148.041281
1998,SVK,services,19865622.787059
1998,SVN,goods,6556103.011008
1998,SVN,services,13806000.922085
1998,ZAF,goods,41828329.3733925
1998,ZAF,services,82835457.81900924
1998,ESP,goods,120508613.238347
1998,ESP,services,390733664.46496654
1998,LKA,goods,3305097.253532
1998,LKA,services,13032899.4836
1998,SWE,goods,51130895.012542
1998,SWE,services,161904751.4711781
1998,CHE,goods,68276298.4965764
1998,CHE,services,189939635.35743508
1998,THA,goods,43223279.425
1998,THA,services,61012872.777049
1998,TUN,goods,2907057.87199
1998,TUN,services,14384070.92812
1998,TUR,goods,87022851.500678
1998,TUR,services,173158939.22875398
1998,UKR,goods,17464627.3974543
1998,UKR,services,17331396.664738312
1998,ARE,goods,9835526.59769
1998,ARE,services,49357381.726900004
1998,GBR,goods,251012926.197586
1998,GBR,services,968201264.9376658
1998,TZA,goods,1612960.490393
1998,TZA,services,7566337.619483001
1998,USA,goods,1337418567.194503
1998,USA,services,7754505569.704122
1998,URY,goods,5554728.976121
1998,URY,services,18197668.278518
1998,UZB,goods,5859748.4303
1998,UZB,services,7144286.6838
1998,VEN,goods,50030263.516372
1998,VEN,services,62744897.7656342
1998,VNM,goods,13990595.997299999
1998,VNM,services,12160634.6141
1999,DZA,goods,10595642.93958
1999,DZA,services,42602508.7485
1999,AGO,goods,1062690.259721
1999,AGO,services,5203142.13092
1999,ARG,goods,62428719.125
1999,ARG,services,194803625.499
1999,AUS,goods,81393331.9638338
1999,AUS,services,273993506.6780911
1999,AUT,goods,44838835.732439
1999,AUT,services,148049436.812953
1999,AZE,goods,761197.075373
1999,AZE,services,3794141.4959009998
1999,BHR,goods,1136123.643016
1999,BHR,services,5578831.412382
1999,BGD,goods,7467694.04897
1999,BGD,services,37204986.3327
1999,BLR,goods,6407.098548
1999,BLR,services,7665.468836
1999,BEL,goods,57446282.232235
1999,BEL,services,191608213.97961798
1999,BOL,goods,3175408.55653
1999,BOL,services,4800826.1043
1999,BIH,goods,674802.186454
1999,BIH,services,3492835.75264
1999,BRA,goods,127731190.8050277
1999,BRA,services,326363791.3598256
1999,BGR,goods,2678042.5971729998
1999,BGR,services,11158019.91148
1999,KHM,goods,603971.112021
1999,KHM,services,2645704.84167
1999,CAN,goods,208608836.4091015
1999,CAN,services,448536590.12158054
1999,CHL,goods,20021240.135779
1999,CHL,services,43583354.228994116
1999,CHN,goods,556098982.283578
1999,CHN,services,541938575.7
1999,COL,goods,30301186.084494
1999,COL,services,60128066.960653
1999,COG,goods,477086.692568
1999,COG,services,2003742.4941099999
1999,CRI,goods,2757524.562301
1999,CRI,services,11829556.578956
1999,HRV,goods,3201301.6681999997
1999,HRV,services,15968895.6397
1999,CUB,goods,3692068.67817
1999,CUB,services,20381505.0496
1999,CYP,goods,1373945.237524
1999,CYP,services,7550621.59304
1999,CZE,goods,21533632.277588
1999,CZE,services,40287907.131943
1999,DNK,goods,32605744.353648
1999,DNK,services,120396494.2447394
1999,DOM,goods,3857743.737589
1999,DOM,services,16619959.55421
1999,ECU,goods,8382666.187064
1999,ECU,services,7518071.470223
1999,EGY,goods,12721791.0585
1999,EGY,services,67498443.8708
1999,SLV,goods,1982133.0061849998
1999,SLV,services,9953331.254209999
1999,EST,goods,1240450.533502
1999,EST,services,3902541.6766057
1999,ETH,goods,33906.305118000004
1999,ETH,services,57938.463984
1999,FIN,goods,32915304.763386
1999,FIN,services,78608820.05317199
1999,FRA,goods,242106803.120188
1999,FRA,services,1012431908.77547
1999,GEO,goods,1028139.79699044
1999,GEO,services,2531925.2788031
1999,DEU,goods,444974386.418573
1999,DEU,services,1530111053.5850732
1999,GHA,goods,1998918.113961
1999,GHA,services,9834132.25306
1999,GRC,goods,21861867.684796
1999,GRC,services,96566017.065437
1999,GTM,goods,2790365.34197
1999,GTM,services,13033715.85313
1999,HND,goods,1012780.882373
1999,HND,services,4671376.805056
1999,HKG,goods,35518922.6534452
1999,HKG,services,88461948.23617524
1999,HUN,goods,11906488.94685
1999,HUN,services,29899387.677417
1999,ISL,goods,1308553.143371
1999,ISL,services,6207415.413854
1999,IND,goods,182642121.62679
1999,IND,services,239283264.99581167
1999,IDN,goods,93368457.21
1999,IDN,services,72228095.3666881
1999,IRN,goods,44098672.519
1999,IRN,services,54824673.24227508
1999,IRQ,goods,5582661.80737
1999,IRQ,services,15995602.856900001
1999,IRL,goods,26221361.714774
1999,IRL,services,52688894.480576605
1999,ISR,goods,18218914.050976
1999,ISR,services,78279502.39068021
1999,ITA,goods,272645648.75527
1999,ITA,services,827109432.136631
1999,JPN,goods,897271590.113
1999,JPN,services,3361433299.756776
1999,KAZ,goods,7869649.195285399
1999,KAZ,services,8354929.155229881
1999,KEN,goods,4907403.84194037
1999,KEN,services,6985669.763014763
1999,KWT,goods,14488998.4699484
1999,KWT,services,14376365.5751998
1999,LVA,goods,1268678.674238
1999,LVA,services,5085291.3748882
1999,LBN,goods,2409707.59797
1999,LBN,services,13472588.80304
1999,LTU,goods,2613732.054496
1999,LTU,services,7086256.9644007
1999,LUX,goods,1965387.701383
1999,LUX,services,11336750.23206
1999,MYS,goods,44291846.935858
1999,MYS,services,42849896.01185932
1999,MLT,goods,894346.969625
1999,MLT,services,2484096.5407264
1999,MEX,goods,150225433.6533705
1999,MEX,services,391638085.35134614
1999,MAR,goods,6707564.20774
1999,MAR,services,32031635.327170003
1999,NLD,goods,98468715.149379
1999,NLD,services,306533364.4215074
1999,NZL,goods,14505875.083933
1999,NZL,services,42361193.301827
1999,NOR,goods,44935669.918449
1999,NOR,services,90474077.86282639
1999,OMN,goods,3192307.086728
1999,OMN,services,13040504.97455
1999,PAK,goods,11785996.1471
1999,PAK,services,56177252.852
1999,PRY,goods,3462886.323907
1999,PRY,services,3678490.5082092
1999,PER,goods,15346685.4804954
1999,PER,services,32188075.06373407
1999,PHL,goods,34512000.7376703
1999,PHL,services,48847921.247696884
1999,POL,goods,40290317.250688
1999,POL,services,108886093.1886427
1999,PRT,goods,21971757.084904
1999,PRT,services,75894358.9991907
1999,QAT,goods,4431809.470757
1999,QAT,services,11275365.820899999
1999,KOR,goods,141029762.262664
1999,KOR,services,258364413.88822114
1999,ROU,goods,12477670.475633001
1999,ROU,services,18385660.649698198
1999,RUS,goods,67766260.160236
1999,RUS,services,113721793.17559122
1999,SAU,goods,33584481.5819
1999,SAU,services,141233295.325
1999,SRB,goods,1456908.215711
1999,SRB,services,8229792.613062
1999,SGP,goods,15173664.03511
1999,SGP,services,55308042.2101
1999,SVK,goods,7596318.798266999
1999,SVK,services,18296340.122665
1999,SVN,goods,6657525.215019
1999,SVN,services,14018388.486313
1999,ZAF,goods,40931087.2423391
1999,ZAF,services,82141106.77444878
1999,ESP,goods,122725243.608572
1999,ESP,services,399415556.9932779
1999,LKA,goods,3309945.695874
1999,LKA,services,13058652.70081
1999,SWE,goods,53334691.804519
1999,SWE,services,168321503.5173868
1999,CHE,goods,68402400.2420397
1999,CHE,services,190609344.7699202
1999,THA,goods,48790723.37
1999,THA,services,68955641.280284
1999,TUN,goods,3190901.581024
1999,TUN,services,15720259.43829
1999,TUR,goods,80072514.617321
1999,TUR,services,159241587.454278
1999,UKR,goods,14248117.2129419
1999,UKR,services,14121434.990159398
1999,ARE,goods,12862154.70225
1999,ARE,services,63712235.1656
1999,GBR,goods,258818327.62637
1999,GBR,services,998283512.7254713
1999,TZA,goods,1641011.9296859999
1999,TZA,services,7705140.532783
1999,USA,goods,1427230790.573751
1999,USA,services,8299991759.330442
1999,URY,goods,5297280.4130609995
1999,URY,services,17312395.91036
1999,UZB,goods,6762398.3521
1999,UZB,services,8288354.9585
1999,VEN,goods,50782173.564291
1999,VEN,services,63589791.103885196
1999,VNM,goods,14817015.6556
1999,VNM,services,12877432.6221
2000,DZA,goods,11595402.9322
2000,DZA,services,44476310.1737
2000,AGO,goods,1599846.944045
2000,AGO,services,7671709.6555
2000,ARG,goods,62559232.496
2000,ARG,services,192122310.033
2000,AUS,goods,80945903.7637086
2000,AUS,services,280267563.2875793
2000,AUT,goods,41738002.713801
2000,AUT,services,136487249.74934012
2000,AZE,goods,858438.026106
2000,AZE,services,4094439.191158
2000,BHR,goods,1308776.1204600001
2000,BHR,services,6264816.286393
2000,BGD,goods,7621612.1398599995
2000,BGD,services,37664055.808
2000,BLR,goods,8406.366683
2000,BLR,services,10686.106091
2000,BEL,goods,53793034.22706
2000,BEL,services,180462182.8416764
2000,BOL,goods,3278424.8064
2000,BOL,services,4974829.559
2000,BIH,goods,773821.564535
2000,BIH,services,3981178.29841
2000,BRA,goods,133371082.2694078
2000,BRA,services,383020805.8008055
2000,BGR,goods,2656007.668646
2000,BGR,services,10985328.80646
2000,KHM,goods,631840.721158
2000,KHM,services,2851220.60076
2000,CAN,goods,231842384.1464733
2000,CAN,services,487499351.4841527
2000,CHL,goods,21404837.5689211
2000,CHL,services,44715986.79271334
2000,CHN,goods,610583163.272256
2000,CHN,services,593914686.3
2000,COL,goods,28837342.295396
2000,COL,services,57593811.698332
2000,COG,goods,583305.378903
2000,COG,services,2477131.35625
2000,CRI,goods,2804746.3800520003
2000,CRI,services,12168434.785290001
2000,HRV,goods,3034228.2861
2000,HRV,services,14769850.5391
2000,CUB,goods,4054789.93204
2000,CUB,services,22126686.4309
2000,CYP,goods,1298861.8294849999
2000,CYP,services,7081842.1728
2000,CZE,goods,20421145.035151
2000,CZE,services,38327006.346898
2000,DNK,goods,31753212.993295003
2000,DNK,services,107921270.6665564
2000,DOM,goods,4232027.4618959995
2000,DOM,services,18256309.08882
2000,ECU,goods,7827000.918553
2000,ECU,services,7308261.61924
2000,EGY,goods,14058908.2579
2000,EGY,services,73602018.7322
2000,SLV,goods,2108951.546469
2000,SLV,services,10564303.69164
2000,EST,goods,1260364.459165
2000,EST,services,3889460.7014287
2000,ETH,goods,5933.68355
2000,ETH,services,8858.629108
2000,FIN,goods,31684798.063218
2000,FIN,services,75188688.65613
2000,FRA,goods,220416853.164027
2000,FRA,services,918048545.2409097
2000,GEO,goods,1161119.53392583
2000,GEO,services,3016767.1988162003
2000,DEU,goods,417801935.762887
2000,DEU,services,1376976574.7497823
2000,GHA,goods,1325154.898851
2000,GHA,services,6324106.33648
2000,GRC,goods,20058780.084286
2000,GRC,services,88650818.0746129
2000,GTM,goods,2969319.33846
2000,GTM,services,13806468.29233
2000,HND,goods,1148941.251369
2000,HND,services,5379553.193605
2000,HKG,goods,35560708.1530967
2000,HKG,services,92163593.84283237
2000,HUN,goods,12064347.08058
2000,HUN,services,30756119.881656002
2000,ISL,goods,1323594.299273
2000,ISL,services,6225492.757866
2000,IND,goods,187867572.547222
2000,IND,services,240822389.18615803
2000,IDN,goods,99417391.64
2000,IDN,services,75582453.34332377
2000,IRN,goods,41969637.969
2000,IRN,services,51409166.37060697
2000,IRQ,goods,6421709.82391
2000,IRQ,services,18736653.147
2000,IRL,goods,27913519.356396
2000,IRL,services,54408049.7141229
2000,ISR,goods,20364049.110407
2000,ISR,services,86077174.67840394
2000,ITA,goods,251328203.6016
2000,ITA,services,760839151.9522282
2000,JPN,goods,961917940.401
2000,JPN,services,3583891669.729166
2000,KAZ,goods,8251932.1719243
2000,KAZ,services,8638424.705104578
2000,KEN,goods,4902944.9684465695
2000,KEN,services,7024703.226470995
2000,KWT,goods,17217694.0323954
2000,KWT,services,16172447.7017267
2000,LVA,goods,1379805.584103
2000,LVA,services,5453873.5163669
2000,LBN,goods,2393816.84793
2000,LBN,services,13228327.28372
2000,LTU,goods,2843621.535195
2000,LTU,services,7566312.1275169
2000,LUX,goods,2162491.2970990003
2000,LUX,services,11137762.76679
2000,MYS,goods,51682611.036881
2000,MYS,services,50290027.07424393
2000,MLT,goods,864870.328114
2000,MLT,services,2392595.045907
2000,MEX,goods,174528279.56664848
2000,MEX,services,465210495.36332655
2000,MAR,goods,6358271.035878
2000,MAR,services,29771669.62177
2000,NLD,goods,93287945.11622399
2000,NLD,services,290144214.4321471
2000,NZL,goods,14012348.385445
2000,NZL,services,40200795.5505816
2000,NOR,goods,49595203.873881996
2000,NOR,services,97149680.415261
2000,OMN,goods,4001358.340073
2000,OMN,services,15619992.682529999
2000,PAK,goods,12028579.48611
2000,PAK,services,57065982.423
2000,PRY,goods,3422856.755556
2000,PRY,services,3752578.9435314
2000,PER,goods,16399019.2985825
2000,PER,services,34162692.29769367
2000,PHL,goods,35810983.9027067
2000,PHL,services,49493685.15181869
2000,POL,goods,42034507.410865
2000,POL,services,113910082.4882629
2000,PRT,goods,22753465.69464
2000,PRT,services,77569506.2226545
2000,QAT,goods,5335515.802506
2000,QAT,services,15707093.563023001
2000,KOR,goods,161699102.104894
2000,KOR,services,297625687.2913111
2000,ROU,goods,13905628.269033
2000,ROU,services,20661484.3090087
2000,RUS,goods,81961863.90059
2000,RUS,services,138855778.061944
2000,SAU,goods,36136027.13697
2000,SAU,services,156238541.8795
2000,SRB,goods,1209856.211591
2000,SRB,services,6911602.618795
2000,SGP,goods,17201635.11205
2000,SGP,services,60163564.1025
2000,SVK,goods,7593245.060748
2000,SVK,services,18202237.905691
2000,SVN,goods,6422520.051181
2000,SVN,services,13381322.6578576
2000,ZAF,goods,37136453.6426592
2000,ZAF,services,80107755.40960455
2000,ESP,goods,120618621.291022
2000,ESP,services,396028240.96854943
2000,LKA,goods,3428277.7651609997
2000,LKA,services,13738828.3542
2000,SWE,goods,52167641.380934
2000,SWE,services,163746728.1629669
2000,CHE,goods,66101788.651939996
2000,CHE,services,191698241.64431974
2000,THA,goods,53403757.382
2000,THA,services,76741690.807801
2000,TUN,goods,3313191.01035
2000,TUN,services,15993248.167469999
2000,TUR,goods,78336204.548103
2000,TUR,services,158164210.426445
2000,UKR,goods,15029247.6474155
2000,UKR,services,14868773.635230044
2000,ARE,goods,17704782.50886
2000,ARE,services,85117083.7722
2000,GBR,goods,265452924.199267
2000,GBR,services,1030462176.598453
2000,TZA,goods,1664669.52496
2000,TZA,services,7923839.351128
2000,USA,goods,1440654323.036728
2000,USA,services,8727671580.324028
2000,URY,goods,5231009.397645
2000,URY,services,16812926.314921
2000,UZB,goods,5561495.577099999
2000,UZB,services,6563880.7027
2000,VEN,goods,57377608.7672522
2000,VEN,services,73197496.7228042
2000,VNM,goods,17006479.1736
2000,VNM,services,14528525.6313
2001,DZA,goods,11855455.79023
2001,DZA,services,45827277.2504
2001,AGO,goods,1787070.610194
2001,AGO,services,8783959.23531
2001,ARG,goods,60129351.765
2001,ARG,services,185571617.0454
2001,AUS,goods,74977855.8556952
2001,AUS,services,249730516.713756
2001,AUT,goods,41845813.008007
2001,AUT,services,134336000.0701581
2001,AZE,goods,883455.5252469999
2001,AZE,services,4262935.582856
2001,BHR,goods,1280036.854907
2001,BHR,services,6220211.949717999
2001,BGD,goods,7611117.71592
2001,BGD,services,37773070.1594
2001,BLR,goods,5928.106967
2001,BLR,services,9053.069601000001
2001,BEL,goods,54405940.378031
2001,BEL,services,177936917.4386618
2001,BOL,goods,3160623.36509
2001,BOL,services,4710508.6729999995
2001,BIH,goods,820302.806996
2001,BIH,services,4237405.20552
2001,BRA,goods,118391770.1859051
2001,BRA,services,318465101.5548349
2001,BGR,goods,2791026.995703
2001,BGR,services,11748371.38438
2001,KHM,goods,704443.82195600006
2001,KHM,services,3016959.8784499997
2001,CAN,goods,231628187.7525761
2001,CAN,services,489482510.49750763
2001,CHL,goods,19137004.8978838
2001,CHL,services,41204639.40148699
2001,CHN,goods,675260917.283521
2001,CHN,services,659985596.5
2001,COL,goods,25268359.191279
2001,COL,services,45404880.497612
2001,COG,goods,532312.655441
2001,COG,services,2250474.36491
2001,CRI,goods,2894242.276686
2001,CRI,services,12619684.370893
2001,HRV,goods,3171044.8659
2001,HRV,services,15476104.2371
2001,CUB,goods,4244991.03335
2001,CUB,services,23355909.8117
2001,CYP,goods,1348545.647623
2001,CYP,services,7400706.00584
2001,CZE,goods,22649262.137866
2001,CZE,services,41870337.535936
2001,DNK,goods,31133471.043588
2001,DNK,services,107950804.0704844
2001,DOM,goods,4431772.044016
2001,DOM,services,19188344.117
2001,ECU,goods,10380522.406288
2001,ECU,services,9753614.179433
2001,EGY,goods,14334667.4346
2001,EGY,services,74733860.4398
2001,SLV,goods,2244995.779867
2001,SLV,services,11204713.21272
2001,EST,goods,1333740.58401
2001,EST,services,4140191.613975
2001,ETH,goods,40482.631692
2001,ETH,services,64886.458288
2001,FIN,goods,32306247.673651
2001,FIN,services,75878110.646696
2001,FRA,goods,227727458.847925
2001,FRA,services,939253930.831602
2001,GEO,goods,1179711.01999698
2001,GEO,services,2906477.9556664
2001,DEU,goods,418758053.002142
2001,DEU,services,1379108474.84469
2001,GHA,goods,1399840.287036
2001,GHA,services,6665152.59907
2001,GRC,goods,20134586.389017
2001,GRC,services,88990478.3776843
2001,GTM,goods,3211624.131742
2001,GTM,services,15262971.23157
2001,HND,goods,1250524.771071
2001,HND,services,5806328.177125
2001,HKG,goods,36577053.9647748
2001,HKG,services,90078526.11909321
2001,HUN,goods,13550992.538215
2001,HUN,services,34788026.126918
2001,ISL,goods,1240342.574439
2001,ISL,services,5678922.492859
2001,IND,goods,193984723.083661
2001,IND,services,254012455.7666148
2001,IDN,goods,97564637.54
2001,IDN,services,74769483.06370726
2001,IRN,goods,46451951.137
2001,IRN,services,55715964.404215
2001,IRQ,goods,7601516.04188
2001,IRQ,services,21161248.011
2001,IRL,goods,28313512.802337002
2001,IRL,services,58150572.521793
2001,ISR,goods,20667454.814
2001,ISR,services,88390137.35124686
2001,ITA,goods,258160133.132491
2001,ITA,services,778150414.948884
2001,JPN,goods,852846211.581
2001,JPN,services,3176325808.773486
2001,KAZ,goods,9730142.5401362
2001,KAZ,services,10326804.742728973
2001,KEN,goods,4976332.941431589
2001,KEN,services,7088084.716966049
2001,KWT,goods,16976396.8119364
2001,KWT,services,15683789.852552801
2001,LVA,goods,1442236.961278
2001,LVA,services,5727141.852728
2001,LBN,goods,2437015.13708
2001,LBN,services,13585063.008919999
2001,LTU,goods,2860890.248473
2001,LTU,services,7644676.098959
2001,LUX,goods,1870794.52539
2001,LUX,services,10760139.294429999
2001,MYS,goods,51392976.319069
2001,MYS,services,49839585.04584386
2001,MLT,goods,846037.757891
2001,MLT,services,2418599.0947059
2001,MEX,goods,193187818.5332359
2001,MEX,services,507263779.4676596
2001,MAR,goods,6412555.34805
2001,MAR,services,30099540.57175
2001,NLD,goods,92253924.248845
2001,NLD,services,249558226.553698
2001,NZL,goods,13821518.315268
2001,NZL,services,39529248.494505
2001,NOR,goods,49408242.119107
2001,NOR,services,98021668.135956
2001,OMN,goods,4080865.736588
2001,OMN,services,15779912.39027
2001,PAK,goods,11844267.560800001
2001,PAK,services,55776504.889
2001,PRY,goods,3105854.053286
2001,PRY,services,3312625.1151162
2001,PER,goods,15806275.035796
2001,PER,services,33142815.57629702
2001,PHL,goods,35146056.5482861
2001,PHL,services,49230207.38261931
2001,POL,goods,44704215.946543
2001,POL,services,121797463.5927233
2001,PRT,goods,23446487.499868
2001,PRT,services,78455110.4512168
2001,QAT,goods,6158071.234734
2001,QAT,services,15934470.534829
2001,KOR,goods,155286374.321179
2001,KOR,services,286416503.85935414
2001,ROU,goods,14857692.559588
2001,ROU,services,22016211.438699
2001,RUS,goods,98649842.51948
2001,RUS,services,168322130.7079387
2001,SAU,goods,36692439.6058
2001,SAU,services,156272248.6599
2001,SRB,goods,1871566.929825
2001,SRB,services,10544720.359965
2001,SGP,goods,16429048.893410001
2001,SGP,services,59482569.4741
2001,SVK,goods,7572922.670792
2001,SVK,services,18531681.378023
2001,SVN,goods,6424208.387722
2001,SVN,services,13263268.263451
2001,ZAF,goods,34831467.0164605
2001,ZAF,services,72542819.16191036
2001,ESP,goods,128046308.680005
2001,ESP,services,404956228.557251
2001,LKA,goods,3383996.6586780003
2001,LKA,services,13114441.807470001
2001,SWE,goods,48067743.600451
2001,SWE,services,149234125.6962915
2001,CHE,goods,64352261.679006
2001,CHE,services,158830866.96624509
2001,THA,goods,52120361.473
2001,THA,services,74366353.727463
2001,TUN,goods,3450531.971905
2001,TUN,services,16762456.68531
2001,TUR,goods,57552318.932699
2001,TUR,services,115872068.400363
2001,UKR,goods,17860451.0144579
2001,UKR,services,17616887.79338783
2001,ARE,goods,18026125.08298
2001,ARE,services,84158716.2735
2001,GBR,goods,261022410.96594802
2001,GBR,services,1003437528.5507256
2001,TZA,goods,1688203.390646
2001,TZA,services,7957641.191849
2001,USA,goods,1513747697.075556
2001,USA,services,8955002967.971487
2001,URY,goods,4773358.64069
2001,URY,services,15433752.068549
2001,UZB,goods,3679351.6509000002
2001,UZB,services,4311642.7358
2001,VEN,goods,61547119.048018
2001,VEN,services,78128616.4637366
2001,VNM,goods,15367462.1831
2001,VNM,services,13446052.8241
2002,DZA,goods,12152754.60121
2002,DZA,services,47141025.1376
2002,AGO,goods,2054113.35142
2002,AGO,services,10140151.3498
2002,ARG,goods,22623473.338
2002,ARG,services,69842175.07789999
2002,AUS,goods,82894472.2515466
2002,AUS,services,276012366.209865
2002,AUT,goods,45197197.913924
2002,AUT,services,144996052.981804
2002,AZE,goods,955535.70863
2002,AZE,services,4614872.2035530005
2002,BHR,goods,1350057.348673
2002,BHR,services,6579396.690259
2002,BGD,goods,7882371.27616
2002,BGD,services,39142946.5279
2002,BLR,goods,7527.584209
2002,BLR,services,13145.524388000002
2002,BEL,goods,59125921.561248
2002,BEL,services,192928678.62119702
2002,BOL,goods,3024701.9121499998
2002,BOL,services,4511717.0953
2002,BIH,goods,965986.521179
2002,BIH,services,5003383.5894
2002,BRA,goods,107942493.0079869
2002,BRA,services,290332293.65533984
2002,BGR,goods,3208039.732461
2002,BGR,services,13567363.27646
2002,KHM,goods,761647.9114399999
2002,KHM,services,3257450.27253
2002,CAN,goods,236870716.9276643
2002,CAN,services,502210775.01407164
2002,CHL,goods,18631000.406584598
2002,CHL,services,40169503.3204189
2002,CHN,goods,736192275.309296
2002,CHN,services,719426598.1
2002,COL,goods,24997361.816698
2002,COL,services,44793772.471751
2002,COG,goods,591160.01163
2002,COG,services,2516768.71445
2002,CRI,goods,2964335.14879
2002,CRI,services,12931367.163953999
2002,HRV,goods,3640503.2765
2002,HRV,services,17825955.8973
2002,CUB,goods,4490987.87676
2002,CUB,services,24726781.3492
2002,CYP,goods,1466982.3739460001
2002,CYP,services,8065068.21217
2002,CZE,goods,27616576.914182
2002,CZE,services,50990217.160269
2002,DNK,goods,33568010.062308
2002,DNK,services,116646410.174334
2002,DOM,goods,4539290.5272200005
2002,DOM,services,19677541.60523
2002,ECU,goods,11966787.319075
2002,ECU,services,11327764.157424001
2002,EGY,goods,13857332.57956
2002,EGY,services,72270409.9724
2002,SLV,goods,2311717.566486
2002,SLV,services,11533918.73408
2002,EST,goods,1546967.262344
2002,EST,services,4811935.719637
2002,ETH,goods,42435.605739
2002,ETH,services,67696.02508600001
2002,FIN,goods,35139478.626504
2002,FIN,services,82453962.27105899
2002,FRA,goods,247736625.558535
2002,FRA,services,1021224500.198509
2002,GEO,goods,1240670.61304066
2002,GEO,services,3047472.9144449
2002,DEU,goods,448655638.213207
2002,DEU,services,1475289767.031626
2002,GHA,goods,1651321.788976
2002,GHA,services,7858705.420729999
2002,GRC,goods,22919285.458723
2002,GRC,services,101265996.21281
2002,GTM,goods,3528796.7376550003
2002,GTM,services,16805901.44292
2002,HND,goods,1289822.143735
2002,HND,services,5981344.346564
2002,HKG,goods,35636585.9536236
2002,HKG,services,87138825.46758693
2002,HUN,goods,17106252.04162
2002,HUN,services,43833449.286287
2002,ISL,goods,1396738.720117
2002,ISL,services,6403903.381584
2002,IND,goods,200701043.820232
2002,IND,services,263613673.3436548
2002,IDN,goods,119478986.11
2002,IDN,services,92149377.09960942
2002,IRN,goods,55536562.467
2002,IRN,services,65785360.836211
2002,IRQ,goods,8245751.72558
2002,IRQ,services,22854397.798
2002,IRL,goods,32970833.292793
2002,IRL,services,67423810.921591
2002,ISR,goods,19180449.829272
2002,ISR,services,82261420.53124525
2002,ITA,goods,280556478.861026
2002,ITA,services,845918321.713073
2002,JPN,goods,824813258.009
2002,JPN,services,3070116495.554888
2002,KAZ,goods,10609290.5782767
2002,KAZ,services,11206196.577111939
2002,KEN,goods,5052156.7174540805
2002,KEN,services,7192571.077986617
2002,KWT,goods,18400972.249877
2002,KWT,services,17381410.1383013
2002,LVA,goods,1618848.227866
2002,LVA,services,6432519.574032
2002,LBN,goods,2671682.7084
2002,LBN,services,14855656.216799999
2002,LTU,goods,3312908.231331
2002,LTU,services,8855826.934135
2002,LUX,goods,2084118.517031
2002,LUX,services,12070643.0174
2002,MYS,goods,55339966.454877
2002,MYS,services,53690890.79813954
2002,MLT,goods,918833.501056
2002,MLT,services,2630679.641968
2002,MEX,goods,201304739.86734068
2002,MEX,services,528243248.51084226
2002,MAR,goods,6856830.766495
2002,MAR,services,32190739.60345
2002,NLD,goods,99809344.482803
2002,NLD,services,264698767.099173
2002,NZL,goods,14889247.544235
2002,NZL,services,41722466.543352
2002,NOR,goods,53577642.583522
2002,NOR,services,105999346.294073
2002,OMN,goods,4203092.553828
2002,OMN,services,16268048.09376
2002,PAK,goods,12516093.93616
2002,PAK,services,59039366.6473
2002,PRY,goods,2595865.161845
2002,PRY,services,2768367.8479413
2002,PER,goods,16626078.6425316
2002,PER,services,34867278.3529388
2002,PHL,goods,37883443.5491731
2002,PHL,services,53127468.72255635
2002,POL,goods,46791847.777806
2002,POL,services,127518963.274629
2002,PRT,goods,24136447.936476998
2002,PRT,services,82053584.7492772
2002,QAT,goods,6845608.394988
2002,QAT,services,17858417.207038
2002,KOR,goods,176575938.073212
2002,KOR,services,326385773.7656287
2002,ROU,goods,16705707.952714
2002,ROU,services,24745598.123662
2002,RUS,goods,103926657.706933
2002,RUS,services,178174194.47943243
