Year,Country_s,Country_r,Industry_i,Industry_j,VAD_s_i,VAD_r_j
1997,AGO,AGO,goods,goods,1226736.11611,1226736.11611
1997,AGO,AGO,goods,services,1226736.11611,6268949.075
1997,AGO,AGO,services,goods,6268949.075,1226736.11611
1997,AGO,AGO,services,services,6268949.075,6268949.075
1998,AFG,AFG,goods,goods,510187.211861,510187.211861
1998,AFG,AFG,goods,services,510187.211861,2151996.78146
1998,AFG,AFG,services,goods,2151996.78146,510187.211861
1998,AFG,AFG,services,services,2151996.78146,2151996.78146
1998,AFG,ALB,goods,goods,510187.211861,330669.946326
1998,AFG,ALB,goods,services,510187.211861,2023764.1110099999
1998,AFG,ALB,services,goods,2151996.78146,330669.946326
1998,AFG,ALB,services,services,2151996.78146,2023764.1110099999
1998,AFG,DZA,goods,goods,510187.211861,10473728.139
1998,AFG,DZA,goods,services,510187.211861,42551666.9034
1998,AFG,DZA,services,goods,2151996.78146,10473728.139
1998,AFG,DZA,services,services,2151996.78146,42551666.9034
1998,AFG,AND,goods,goods,510187.211861,120596.426555
1998,AFG,AND,goods,services,510187.211861,1034188.603489
1998,AFG,AND,services,goods,2151996.78146,120596.426555
1998,AFG,AND,services,services,2151996.78146,1034188.603489
1998,AFG,AGO,goods,goods,510187.211861,1148260.536785
1998,AFG,AGO,goods,services,510187.211861,5763683.56489
1998,AFG,AGO,services,goods,2151996.78146,1148260.536785
1998,AFG,AGO,services,services,2151996.78146,5763683.56489
1998,ALB,ALB,goods,goods,330669.946326,330669.946326
1998,ALB,ALB,goods,services,330669.946326,2023764.1110099999
1998,ALB,ALB,services,goods,2023764.1110099999,330669.946326
1998,ALB,ALB,services,services,2023764.1110099999,2023764.1110099999
1998,ALB,DZA,goods,goods,330669.946326,10473728.139
1998,ALB,DZA,goods,services,330669.946326,42551666.9034
1998,ALB,DZA,services,goods,2023764.1110099999,10473728.139
1998,ALB,DZA,services,services,2023764.1110099999,42551666.9034
1998,ALB,AND,goods,goods,330669.946326,120596.426555
1998,ALB,AND,goods,services,330669.946326,1034188.603489
1998,ALB,AND,services,goods,2023764.1110099999,120596.426555
1998,ALB,AND,services,services,2023764.1110099999,1034188.603489
1998,ALB,AGO,goods,goods,330669.946326,1148260.536785
1998,ALB,AGO,goods,services,330669.946326,5763683.56489
1998,ALB,AGO,services,goods,2023764.1110099999,1148260.536785
1998,ALB,AGO,services,services,2023764.1110099999,5763683.56489
1998,DZA,DZA,goods,goods,10473728.139,10473728.139
1998,DZA,DZA,goods,services,10473728.139,42551666.9034
1998,DZA,DZA,services,goods,42551666.9034,10473728.139
1998,DZA,DZA,services,services,42551666.9034,42551666.9034
1998,DZA,AND,goods,goods,10473728.139,120596.426555
1998,DZA,AND,goods,services,10473728.139,1034188.603489
1998,DZA,AND,services,goods,42551666.9034,120596.426555
1998,DZA,AND,services,services,42551666.9034,1034188.603489
1998,DZA,AGO,goods,goods,10473728.139,1148260.536785
1998,DZA,AGO,goods,services,10473728.139,5763683.56489
1998,DZA,AGO,services,goods,42551666.9034,1148260.536785
1998,DZA,AGO,services,services,42551666.9034,5763683.56489
1998,AND,AND,goods,goods,120596.426555,120596.426555
1998,AND,AND,goods,services,120596.426555,1034188.603489
1998,AND,AND,services,goods,1034188.603489,120596.426555
1998,AND,AND,services,services,1034188.603489,1034188.603489
1998,AND,AGO,goods,goods,120596.426555,1148260.536785
1998,AND,AGO,goods,services,120596.426555,5763683.56489
1998,AND,AGO,services,goods,1034188.603489,1148260.536785
1998,AND,AGO,services,services,1034188.603489,5763683.56489
1998,AGO,AGO,goods,goods,1148260.536785,1148260.536785
1998,AGO,AGO,goods,services,1148260.536785,5763683.56489
1998,AGO,AGO,services,goods,5763683.56489,1148260.536785
1998,AGO,AGO,services,services,5763683.56489,5763683.56489
1999,AFG,AFG,goods,goods,484656.57802699995,484656.57802699995
1999,AFG,AFG,goods,services,484656.57802699995,2048659.31017
1999,AFG,AFG,services,goods,2048659.31017,484656.57802699995
1999,AFG,AFG,services,services,2048659.31017,2048659.31017
1999,AFG,ALB,goods,goods,484656.57802699995,408010.896861
1999,AFG,ALB,goods,services,484656.57802699995,2480167.17221
1999,AFG,ALB,services,goods,2048659.31017,408010.896861
1999,AFG,ALB,services,services,2048659.31017,2480167.17221
1999,AFG,DZA,goods,goods,484656.57802699995,10595642.93958
1999,AFG,DZA,goods,services,484656.57802699995,42408373.5645
1999,AFG,DZA,services,goods,2048659.31017,10595642.93958
1999,AFG,DZA,services,services,2048659.31017,42408373.5645
1999,AFG,AND,goods,goods,484656.57802699995,124935.355084
1999,AFG,AND,goods,services,484656.57802699995,1057121.590146
1999,AFG,AND,services,goods,2048659.31017,124935.355084
1999,AFG,AND,services,services,2048659.31017,1057121.590146
1999,AFG,AGO,goods,goods,484656.57802699995,1062690.259721
1999,AFG,AGO,goods,services,484656.57802699995,5185753.25472
1999,AFG,AGO,services,goods,2048659.31017,1062690.259721
1999,AFG,AGO,services,services,2048659.31017,5185753.25472
1999,ALB,ALB,goods,goods,408010.896861,408010.896861
1999,ALB,ALB,goods,services,408010.896861,2480167.17221
1999,ALB,ALB,services,goods,2480167.17221,408010.896861
1999,ALB,ALB,services,services,2480167.17221,2480167.17221
1999,ALB,DZA,goods,goods,408010.896861,10595642.93958
1999,ALB,DZA,goods,services,408010.896861,42408373.5645
1999,ALB,DZA,services,goods,2480167.17221,10595642.93958
1999,ALB,DZA,services,services,2480167.17221,42408373.5645
1999,ALB,AND,goods,goods,408010.896861,124935.355084
1999,ALB,AND,goods,services,408010.896861,1057121.590146
1999,ALB,AND,services,goods,2480167.17221,124935.355084
1999,ALB,AND,services,services,2480167.17221,1057121.590146
1999,ALB,AGO,goods,goods,408010.896861,1062690.259721
1999,ALB,AGO,goods,services,408010.896861,5185753.25472
1999,ALB,AGO,services,goods,2480167.17221,1062690.259721
1999,ALB,AGO,services,services,2480167.17221,5185753.25472
1999,DZA,DZA,goods,goods,10595642.93958,10595642.93958
1999,DZA,DZA,goods,services,10595642.93958,42408373.5645
1999,DZA,DZA,services,goods,42408373.5645,10595642.93958
1999,DZA,DZA,services,services,42408373.5645,42408373.5645
1999,DZA,AND,goods,goods,10595642.93958,124935.355084
1999,DZA,AND,goods,services,10595642.93958,1057121.590146
1999,DZA,AND,services,goods,42408373.5645,124935.355084
1999,DZA,AND,services,services,42408373.5645,1057121.590146
1999,DZA,AGO,goods,goods,10595642.93958,1062690.259721
1999,DZA,AGO,goods,services,10595642.93958,5185753.25472
1999,DZA,AGO,services,goods,42408373.5645,1062690.259721
1999,DZA,AGO,services,services,42408373.5645,5185753.25472
1999,AND,AND,goods,goods,124935.355084,124935.355084
1999,AND,AND,goods,services,124935.355084,1057121.590146
1999,AND,AND,services,goods,1057121.590146,124935.355084
1999,AND,AND,services,services,1057121.590146,1057121.590146
1999,AND,AGO,goods,goods,124935.355084,1062690.259721
1999,AND,AGO,goods,services,124935.355084,5185753.25472
1999,AND,AGO,services,goods,1057121.590146,1062690.259721
1999,AND,AGO,services,services,1057121.590146,5185753.25472
1999,AGO,AGO,goods,goods,1062690.259721,1062690.259721
1999,AGO,AGO,goods,services,1062690.259721,5185753.25472
1999,AGO,AGO,services,goods,5185753.25472,1062690.259721
1999,AGO,AGO,services,services,5185753.25472,5185753.25472
2000,AFG,AFG,goods,goods,618305.922157,618305.922157
2000,AFG,AFG,goods,services,618305.922157,2829136.8208500003
2000,AFG,AFG,services,goods,2829136.8208500003,618305.922157
2000,AFG,AFG,services,services,2829136.8208500003,2829136.8208500003
2000,AFG,ALB,goods,goods,618305.922157,433162.367515
2000,AFG,ALB,goods,services,618305.922157,2490657.7978
2000,AFG,ALB,services,goods,2829136.8208500003,433162.367515
2000,AFG,ALB,services,services,2829136.8208500003,2490657.7978
2000,AFG,DZA,goods,goods,618305.922157,11595402.9322
2000,AFG,DZA,goods,services,618305.922157,44267514.2577
2000,AFG,DZA,services,goods,2829136.8208500003,11595402.9322
2000,AFG,DZA,services,services,2829136.8208500003,44267514.2577
2000,AFG,AND,goods,goods,618305.922157,147402.846199
2000,AFG,AND,goods,services,618305.922157,952461.881015
2000,AFG,AND,services,goods,2829136.8208500003,147402.846199
2000,AFG,AND,services,services,2829136.8208500003,952461.881015
2000,AFG,AGO,goods,goods,618305.922157,1599846.944045
2000,AFG,AGO,goods,services,618305.922157,7645283.4639
2000,AFG,AGO,services,goods,2829136.8208500003,1599846.944045
2000,AFG,AGO,services,services,2829136.8208500003,7645283.4639
2000,ALB,ALB,goods,goods,433162.367515,433162.367515
2000,ALB,ALB,goods,services,433162.367515,2490657.7978
2000,ALB,ALB,services,goods,2490657.7978,433162.367515
2000,ALB,ALB,services,services,2490657.7978,2490657.7978
2000,ALB,DZA,goods,goods,433162.367515,11595402.9322
2000,ALB,DZA,goods,services,433162.367515,44267514.2577
2000,ALB,DZA,services,goods,2490657.7978,11595402.9322
2000,ALB,DZA,services,services,2490657.7978,44267514.2577
2000,ALB,AND,goods,goods,433162.367515,147402.846199
2000,ALB,AND,goods,services,433162.367515,952461.881015
2000,ALB,AND,services,goods,2490657.7978,147402.846199
2000,ALB,AND,services,services,2490657.7978,952461.881015
2000,ALB,AGO,goods,goods,433162.367515,1599846.944045
2000,ALB,AGO,goods,services,433162.367515,7645283.4639
2000,ALB,AGO,services,goods,2490657.7978,1599846.944045
2000,ALB,AGO,services,services,2490657.7978,7645283.4639
2000,DZA,DZA,goods,goods,11595402.9322,11595402.9322
2000,DZA,DZA,goods,services,11595402.9322,44267514.2577
2000,DZA,DZA,services,goods,44267514.2577,11595402.9322
2000,DZA,DZA,services,services,44267514.2577,44267514.2577
2000,DZA,AND,goods,goods,11595402.9322,147402.846199
2000,DZA,AND,goods,services,11595402.9322,952461.881015
2000,DZA,AND,services,goods,44267514.2577,147402.846199
2000,DZA,AND,services,services,44267514.2577,952461.881015
2000,DZA,AGO,goods,goods,11595402.9322,1599846.944045
2000,DZA,AGO,goods,services,11595402.9322,7645283.4639
2000,DZA,AGO,services,goods,44267514.2577,1599846.944045
2000,DZA,AGO,services,services,44267514.2577,7645283.4639
2000,AND,AND,goods,goods,147402.846199,147402.846199
2000,AND,AND,goods,services,147402.846199,952461.881015
2000,AND,AND,services,goods,952461.881015,147402.846199
2000,AND,AND,services,services,952461.881015,952461.881015
2000,AND,AGO,goods,goods,147402.846199,1599846.944045
2000,AND,AGO,goods,services,147402.846199,7645283.4639
2000,AND,AGO,services,goods,952461.881015,1599846.944045
2000,AND,AGO,services,services,952461.881015,7645283.4639
2000,AGO,AGO,goods,goods,1599846.944045,1599846.944045
2000,AGO,AGO,goods,services,1599846.944045,7645283.4639
2000,AGO,AGO,services,goods,7645283.4639,1599846.944045
2000,AGO,AGO,services,services,7645283.4639,7645283.4639
2001,AFG,AFG,goods,goods,652118.394541,652118.394541
2001,AFG,AFG,goods,services,652118.394541,2840878.09744
2001,AFG,AFG,services,goods,2840878.09744,652118.394541
2001,AFG,AFG,services,services,2840878.09744,2840878.09744
2001,AFG,ALB,goods,goods,652118.394541,459082.25592
2001,AFG,ALB,goods,services,652118.394541,2768806.6681399997
2001,AFG,ALB,services,goods,2840878.09744,459082.25592
2001,AFG,ALB,services,services,2840878.09744,2768806.6681399997
2001,AFG,DZA,goods,goods,652118.394541,11855455.79023
2001,AFG,DZA,goods,services,652118.394541,45613550.0974
2001,AFG,DZA,services,goods,2840878.09744,11855455.79023
2001,AFG,DZA,services,services,2840878.09744,45613550.0974
2001,AFG,AND,goods,goods,652118.394541,127159.07674199999
2001,AFG,AND,goods,services,652118.394541,1081966.955238
2001,AFG,AND,services,goods,2840878.09744,127159.07674199999
2001,AFG,AND,services,services,2840878.09744,1081966.955238
2001,AFG,AGO,goods,goods,652118.394541,1787070.610194
2001,AFG,AGO,goods,services,652118.394541,8753860.087509999
2001,AFG,AGO,services,goods,2840878.09744,1787070.610194
2001,AFG,AGO,services,services,2840878.09744,8753860.087509999
2001,ALB,ALB,goods,goods,459082.25592,459082.25592
2001,ALB,ALB,goods,services,459082.25592,2768806.6681399997
2001,ALB,ALB,services,goods,2768806.6681399997,459082.25592
2001,ALB,ALB,services,services,2768806.6681399997,2768806.6681399997
2001,ALB,DZA,goods,goods,459082.25592,11855455.79023
2001,ALB,DZA,goods,services,459082.25592,45613550.0974
2001,ALB,DZA,services,goods,2768806.6681399997,11855455.79023
2001,ALB,DZA,services,services,2768806.6681399997,45613550.0974
2001,ALB,AND,goods,goods,459082.25592,127159.07674199999
2001,ALB,AND,goods,services,459082.25592,1081966.955238
2001,ALB,AND,services,goods,2768806.6681399997,127159.07674199999
2001,ALB,AND,services,services,2768806.6681399997,1081966.955238
2001,ALB,AGO,goods,goods,459082.25592,1787070.610194
2001,ALB,AGO,goods,services,459082.25592,8753860.087509999
2001,ALB,AGO,services,goods,2768806.6681399997,1787070.610194
2001,ALB,AGO,services,services,2768806.6681399997,8753860.087509999
2001,DZA,DZA,goods,goods,11855455.79023,11855455.79023
2001,DZA,DZA,goods,services,11855455.79023,45613550.0974
2001,DZA,DZA,services,goods,45613550.0974,11855455.79023
2001,DZA,DZA,services,services,45613550.0974,45613550.0974
2001,DZA,AND,goods,goods,11855455.79023,127159.07674199999
2001,DZA,AND,goods,services,11855455.79023,1081966.955238
2001,DZA,AND,services,goods,45613550.0974,127159.07674199999
2001,DZA,AND,services,services,45613550.0974,1081966.955238
2001,DZA,AGO,goods,goods,11855455.79023,1787070.610194
2001,DZA,AGO,goods,services,11855455.79023,8753860.087509999
2001,DZA,AGO,services,goods,45613550.0974,1787070.610194
2001,DZA,AGO,services,services,45613550.0974,8753860.087509999
2001,AND,AND,goods,goods,127159.07674199999,127159.07674199999
2001,AND,AND,goods,services,127159.07674199999,1081966.955238
2001,AND,AND,services,goods,1081966.955238,127159.07674199999
2001,AND,AND,services,services,1081966.955238,1081966.955238
2001,AND,AGO,goods,goods,127159.07674199999,1787070.610194
2001,AND,AGO,goods,services,127159.07674199999,8753860.087509999
2001,AND,AGO,services,goods,1081966.955238,1787070.610194
2001,AND,AGO,services,services,1081966.955238,8753860.087509999
2001,AGO,AGO,goods,goods,1787070.610194,1787070.610194
2001,AGO,AGO,goods,services,1787070.610194,8753860.087509999
2001,AGO,AGO,services,goods,8753860.087509999,1787070.610194
2001,AGO,AGO,services,services,8753860.087509999,8753860.087509999
2002,AFG,AFG,goods,goods,734635.249826,734635.249826
2002,AFG,AFG,goods,services,734635.249826,3210687.75557
2002,AFG,AFG,services,goods,3210687.75557,734635.249826
2002,AFG,AFG,services,services,3210687.75557,3210687.75557
2002,AFG,ALB,goods,goods,734635.249826,512042.558114
2002,AFG,ALB,goods,services,734635.249826,3087029.55012
2002,AFG,ALB,services,goods,3210687.75557,512042.558114
2002,AFG,ALB,services,services,3210687.75557,3087029.55012
2002,AFG,DZA,goods,goods,734635.249826,12152754.60121
2002,AFG,DZA,goods,services,734635.249826,46921760.7456
2002,AFG,DZA,services,goods,3210687.75557,12152754.60121
2002,AFG,DZA,services,services,3210687.75557,46921760.7456
2002,AFG,AND,goods,goods,734635.249826,143559.307216
2002,AFG,AND,goods,services,734635.249826,1231339.337299
2002,AFG,AND,services,goods,3210687.75557,143559.307216
2002,AFG,AND,services,services,3210687.75557,1231339.337299
2002,AFG,AGO,goods,goods,734635.249826,2054113.35142
2002,AFG,AGO,goods,services,734635.249826,10106018.025899999
2002,AFG,AGO,services,goods,3210687.75557,2054113.35142
2002,AFG,AGO,services,services,3210687.75557,10106018.025899999
2002,ALB,ALB,goods,goods,512042.558114,512042.558114
2002,ALB,ALB,goods,services,512042.558114,3087029.55012
2002,ALB,ALB,services,goods,3087029.55012,512042.558114
2002,ALB,ALB,services,services,3087029.55012,3087029.55012
2002,ALB,DZA,goods,goods,512042.558114,12152754.60121
2002,ALB,DZA,goods,services,512042.558114,46921760.7456
2002,ALB,DZA,services,goods,3087029.55012,12152754.60121
2002,ALB,DZA,services,services,3087029.55012,46921760.7456
2002,ALB,AND,goods,goods,512042.558114,143559.307216
2002,ALB,AND,goods,services,512042.558114,1231339.337299
2002,ALB,AND,services,goods,3087029.55012,143559.307216
2002,ALB,AND,services,services,3087029.55012,1231339.337299
2002,ALB,AGO,goods,goods,512042.558114,2054113.35142
2002,ALB,AGO,goods,services,512042.558114,10106018.025899999
2002,ALB,AGO,services,goods,3087029.55012,2054113.35142
2002,ALB,AGO,services,services,3087029.55012,10106018.025899999
2002,DZA,DZA,goods,goods,12152754.60121,12152754.60121
2002,DZA,DZA,goods,services,12152754.60121,46921760.7456
2002,DZA,DZA,services,goods,46921760.7456,12152754.60121
2002,DZA,DZA,services,services,46921760.7456,46921760.7456
2002,DZA,AND,goods,goods,12152754.60121,143559.307216
2002,DZA,AND,goods,services,12152754.60121,1231339.337299
2002,DZA,AND,services,goods,46921760.7456,143559.307216
2002,DZA,AND,services,services,46921760.7456,1231339.337299
2002,DZA,AGO,goods,goods,12152754.60121,2054113.35142
2002,DZA,AGO,goods,services,12152754.60121,10106018.025899999
2002,DZA,AGO,services,goods,46921760.7456,2054113.35142
2002,DZA,AGO,services,services,46921760.7456,10106018.025899999
2002,AND,AND,goods,goods,143559.307216,143559.307216
2002,AND,AND,goods,services,143559.307216,1231339.337299
2002,AND,AND,services,goods,1231339.337299,143559.307216
2002,AND,AND,services,services,1231339.337299,1231339.337299
2002,AND,AGO,goods,goods,143559.307216,2054113.35142
2002,AND,AGO,goods,services,143559.307216,10106018.025899999
2002,AND,AGO,services,goods,1231339.337299,2054113.35142
2002,AND,AGO,services,services,1231339.337299,10106018.025899999
2002,AGO,AGO,goods,goods,2054113.35142,2054113.35142
2002,AGO,AGO,goods,services,2054113.35142,10106018.025899999
2002,AGO,AGO,services,goods,10106018.025899999,2054113.35142
2002,AGO,AGO,services,services,10106018.025899999,10106018.025899999
2003,AFG,AFG,goods,goods,888890.15087,888890.15087
2003,AFG,AFG,goods,services,888890.15087,3788991.0068
2003,AFG,AFG,services,goods,3788991.0068,888890.15087
2003,AFG,AFG,services,services,3788991.0068,3788991.0068
2003,AFG,ALB,goods,goods,888890.15087,626015.557931
2003,AFG,ALB,goods,services,888890.15087,3882219.53876
2003,AFG,ALB,services,goods,3788991.0068,626015.557931
2003,AFG,ALB,services,services,3788991.0068,3882219.53876
2003,AFG,DZA,goods,goods,888890.15087,14489284.58079
2003,AFG,DZA,goods,services,888890.15087,54821808.3115
2003,AFG,DZA,services,goods,3788991.0068,14489284.58079
2003,AFG,DZA,services,services,3788991.0068,54821808.3115
2003,AFG,AND,goods,goods,888890.15087,165510.659809
2003,AFG,AND,goods,services,888890.15087,1636018.41518
2003,AFG,AND,services,goods,3788991.0068,165510.659809
2003,AFG,AND,services,services,3788991.0068,1636018.41518
2003,AFG,AGO,goods,goods,888890.15087,2520447.18015
2003,AFG,AGO,goods,services,888890.15087,12551191.0434
2003,AFG,AGO,services,goods,3788991.0068,2520447.18015
2003,AFG,AGO,services,services,3788991.0068,12551191.0434
2003,ALB,ALB,goods,goods,626015.557931,626015.557931
2003,ALB,ALB,goods,services,626015.557931,3882219.53876
2003,ALB,ALB,services,goods,3882219.53876,626015.557931
2003,ALB,ALB,services,services,3882219.53876,3882219.53876
2003,ALB,DZA,goods,goods,626015.557931,14489284.58079
2003,ALB,DZA,goods,services,626015.557931,54821808.3115
2003,ALB,DZA,services,goods,3882219.53876,14489284.58079
2003,ALB,DZA,services,services,3882219.53876,54821808.3115
2003,ALB,AND,goods,goods,626015.557931,165510.659809
2003,ALB,AND,goods,services,626015.557931,1636018.41518
2003,ALB,AND,services,goods,3882219.53876,165510.659809
2003,ALB,AND,services,services,3882219.53876,1636018.41518
2003,ALB,AGO,goods,goods,626015.557931,2520447.18015
2003,ALB,AGO,goods,services,626015.557931,12551191.0434
2003,ALB,AGO,services,goods,3882219.53876,2520447.18015
2003,ALB,AGO,services,services,3882219.53876,12551191.0434
2003,DZA,DZA,goods,goods,14489284.58079,14489284.58079
2003,DZA,DZA,goods,services,14489284.58079,54821808.3115
2003,DZA,DZA,services,goods,54821808.3115,14489284.58079
2003,DZA,DZA,services,services,54821808.3115,54821808.3115
2003,DZA,AND,goods,goods,14489284.58079,165510.659809
2003,DZA,AND,goods,services,14489284.58079,1636018.41518
2003,DZA,AND,services,goods,54821808.3115,165510.659809
2003,DZA,AND,services,services,54821808.3115,1636018.41518
2003,DZA,AGO,goods,goods,14489284.58079,2520447.18015
2003,DZA,AGO,goods,services,14489284.58079,12551191.0434
2003,DZA,AGO,services,goods,54821808.3115,2520447.18015
2003,DZA,AGO,services,services,54821808.3115,12551191.0434
2003,AND,AND,goods,goods,165510.659809,165510.659809
2003,AND,AND,goods,services,165510.659809,1636018.41518
2003,AND,AND,services,goods,1636018.41518,165510.659809
2003,AND,AND,services,services,1636018.41518,1636018.41518
2003,AND,AGO,goods,goods,165510.659809,2520447.18015
2003,AND,AGO,goods,services,165510.659809,12551191.0434
2003,AND,AGO,services,goods,1636018.41518,2520447.18015
2003,AND,AGO,services,services,1636018.41518,12551191.0434
2003,AGO,AGO,goods,goods,2520447.18015,2520447.18015
2003,AGO,AGO,goods,services,2520447.18015,12551191.0434
2003,AGO,AGO,services,goods,12551191.0434,2520447.18015
2003,AGO,AGO,services,services,12551191.0434,12551191.0434
2004,AFG,AFG,goods,goods,997067.194155,997067.194155
2004,AFG,AFG,goods,services,997067.194155,4156318.8045
2004,AFG,AFG,services,goods,4156318.8045,997067.194155
2004,AFG,AFG,services,services,4156318.8045,4156318.8045
2004,AFG,ALB,goods,goods,997067.194155,816531.847618
2004,AFG,ALB,goods,services,997067.194155,5061020.96304
2004,AFG,ALB,services,goods,4156318.8045,816531.847618
2004,AFG,ALB,services,services,4156318.8045,5061020.96304
2004,AFG,DZA,goods,goods,997067.194155,18838091.11386
2004,AFG,DZA,goods,services,997067.194155,69591043.1414
2004,AFG,DZA,services,goods,4156318.8045,18838091.11386
2004,AFG,DZA,services,services,4156318.8045,69591043.1414
2004,AFG,AND,goods,goods,997067.194155,191730.832556
2004,AFG,AND,goods,services,997067.194155,2074468.10016
2004,AFG,AND,services,goods,4156318.8045,191730.832556
2004,AFG,AND,services,services,4156318.8045,2074468.10016
2004,AFG,AGO,goods,goods,997067.194155,3539580.47374
2004,AFG,AGO,goods,services,997067.194155,17605519.7938
2004,AFG,AGO,services,goods,4156318.8045,3539580.47374
2004,AFG,AGO,services,services,4156318.8045,17605519.7938
2004,ALB,ALB,goods,goods,816531.847618,816531.847618
2004,ALB,ALB,goods,services,816531.847618,5061020.96304
2004,ALB,ALB,services,goods,5061020.96304,816531.847618
2004,ALB,ALB,services,services,5061020.96304,5061020.96304
2004,ALB,DZA,goods,goods,816531.847618,18838091.11386
2004,ALB,DZA,goods,services,816531.847618,69591043.1414
2004,ALB,DZA,services,goods,5061020.96304,18838091.11386
2004,ALB,DZA,services,services,5061020.96304,69591043.1414
2004,ALB,AND,goods,goods,816531.847618,191730.832556
2004,ALB,AND,goods,services,816531.847618,2074468.10016
2004,ALB,AND,services,goods,5061020.96304,191730.832556
2004,ALB,AND,services,services,5061020.96304,2074468.10016
2004,ALB,AGO,goods,goods,816531.847618,3539580.47374
2004,ALB,AGO,goods,services,816531.847618,17605519.7938
2004,ALB,AGO,services,goods,5061020.96304,3539580.47374
2004,ALB,AGO,services,services,5061020.96304,17605519.7938
2004,DZA,DZA,goods,goods,18838091.11386,18838091.11386
2004,DZA,DZA,goods,services,18838091.11386,69591043.1414
2004,DZA,DZA,services,goods,69591043.1414,18838091.11386
2004,DZA,DZA,services,services,69591043.1414,69591043.1414
2004,DZA,AND,goods,goods,18838091.11386,191730.832556
2004,DZA,AND,goods,services,18838091.11386,2074468.10016
2004,DZA,AND,services,goods,69591043.1414,191730.832556
2004,DZA,AND,services,services,69591043.1414,2074468.10016
2004,DZA,AGO,goods,goods,18838091.11386,3539580.47374
2004,DZA,AGO,goods,services,18838091.11386,17605519.7938
2004,DZA,AGO,services,goods,69591043.1414,3539580.47374
2004,DZA,AGO,services,services,69591043.1414,17605519.7938
2004,AND,AND,goods,goods,191730.832556,191730.832556
2004,AND,AND,goods,services,191730.832556,2074468.10016
2004,AND,AND,services,goods,2074468.10016,191730.832556
2004,AND,AND,services,services,2074468.10016,2074468.10016
2004,AND,AGO,goods,goods,191730.832556,3539580.47374
2004,AND,AGO,goods,services,191730.832556,17605519.7938
2004,AND,AGO,services,goods,2074468.10016,3539580.47374
2004,AND,AGO,services,services,2074468.10016,17605519.7938
2004,AGO,AGO,goods,goods,3539580.47374,3539580.47374
2004,AGO,AGO,goods,services,3539580.47374,17605519.7938
2004,AGO,AGO,services,goods,17605519.7938,3539580.47374
2004,AGO,AGO,services,services,17605519.7938,17605519.7938
2005,AFG,AFG,goods,goods,1167563.743605,1167563.743605
2005,AFG,AFG,goods,services,1167563.743605,4865707.9183
2005,AFG,AFG,services,goods,4865707.9183,1167563.743605
2005,AFG,AFG,services,services,4865707.9183,4865707.9183
2005,AFG,ALB,goods,goods,1167563.743605,911438.6932260001
2005,AFG,ALB,goods,services,1167563.743605,5645436.98269
2005,AFG,ALB,services,goods,4865707.9183,911438.6932260001
2005,AFG,ALB,services,services,4865707.9183,5645436.98269
2005,AFG,DZA,goods,goods,1167563.743605,22159360.07289
2005,AFG,DZA,goods,services,1167563.743605,80654453.8248
2005,AFG,DZA,services,goods,4865707.9183,22159360.07289
2005,AFG,DZA,services,services,4865707.9183,80654453.8248
2005,AFG,AND,goods,goods,1167563.743605,209312.47545
2005,AFG,AND,goods,services,1167563.743605,2277299.82214
2005,AFG,AND,services,goods,4865707.9183,209312.47545
2005,AFG,AND,services,services,4865707.9183,2277299.82214
2005,AFG,AGO,goods,goods,1167563.743605,5228670.0676
2005,AFG,AGO,goods,services,1167563.743605,26131434.9335
2005,AFG,AGO,services,goods,4865707.9183,5228670.0676
2005,AFG,AGO,services,services,4865707.9183,26131434.9335
2005,ALB,ALB,goods,goods,911438.6932260001,911438.6932260001
2005,ALB,ALB,goods,services,911438.6932260001,5645436.98269
2005,ALB,ALB,services,goods,5645436.98269,911438.6932260001
2005,ALB,ALB,services,services,5645436.98269,5645436.98269
2005,ALB,DZA,goods,goods,911438.6932260001,22159360.07289
2005,ALB,DZA,goods,services,911438.6932260001,80654453.8248
2005,ALB,DZA,services,goods,5645436.98269,22159360.07289
2005,ALB,DZA,services,services,5645436.98269,80654453.8248
2005,ALB,AND,goods,goods,911438.6932260001,209312.47545
2005,ALB,AND,goods,services,911438.6932260001,2277299.82214
2005,ALB,AND,services,goods,5645436.98269,209312.47545
2005,ALB,AND,services,services,5645436.98269,2277299.82214
2005,ALB,AGO,goods,goods,911438.6932260001,5228670.0676
2005,ALB,AGO,goods,services,911438.6932260001,26131434.9335
2005,ALB,AGO,services,goods,5645436.98269,5228670.0676
2005,ALB,AGO,services,services,5645436.98269,26131434.9335
2005,DZA,DZA,goods,goods,22159360.07289,22159360.07289
2005,DZA,DZA,goods,services,22159360.07289,80654453.8248
2005,DZA,DZA,services,goods,80654453.8248,22159360.07289
2005,DZA,DZA,services,services,80654453.8248,80654453.8248
2005,DZA,AND,goods,goods,22159360.07289,209312.47545
2005,DZA,AND,goods,services,22159360.07289,2277299.82214
2005,DZA,AND,services,goods,80654453.8248,209312.47545
2005,DZA,AND,services,services,80654453.8248,2277299.82214
2005,DZA,AGO,goods,goods,22159360.07289,5228670.0676
2005,DZA,AGO,goods,services,22159360.07289,26131434.9335
2005,DZA,AGO,services,goods,80654453.8248,5228670.0676
2005,DZA,AGO,services,services,80654453.8248,26131434.9335
2005,AND,AND,goods,goods,209312.47545,209312.47545
2005,AND,AND,goods,services,209312.47545,2277299.82214
2005,AND,AND,services,goods,2277299.82214,209312.47545
2005,AND,AND,services,services,2277299.82214,2277299.82214
